source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,notes,normalized_title,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,deduplication_status,deduplication_notes,deduplication_decision,deduplication_review_group,removed_source_record_ids,deduplication_confirmation_status
GS069,71,Deep learning -based network intrusion detection in smart healthcare enterprise systems,V Ravi,2024,10.1007/s11042-023-17300-x,https://link.springer.com/article/10.1007/s11042-023-17300-x,journal-article,Multimedia Tools and Applications,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 7360787012530155981; cited-by count displayed 26",deep learning based network intrusion detection in smart healthcare enterprise systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS071,73,Elevated few-shot network intrusion detection via self-attention mechanisms and iterative refinement,"C Xu, Y Zhan, G Chen, Z Wang, S Liu, W Hu",2025,10.1371/journal.pone.0317713,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317713,journal-article,PloS one,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15338413723978426721; cited-by count displayed 19",elevated few shot network intrusion detection via self attention mechanisms and iterative refinement,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS072,74,Copula entropy regularization transformer with C2 variational autoencoder and fine-tuned hybrid DL model for network intrusion detection,"S Akkepalli, K Sagar",2025,,https://www.sciencedirect.com/science/article/pii/S2772503024000689,journal-article,Telematics and Informatics Reports,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 12679476120030371522; cited-by count displayed 10",copula entropy regularization transformer with c2 variational autoencoder and fine tuned hybrid dl model for network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS073,75,A Hybrid Deep Learning Framework for Efficient Network Intrusion Detection Systems using Data Augmentation,"PS Muller, K Madhavi, B Prasanthi…",2025,,https://ieeexplore.ieee.org/abstract/document/10968940/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15296075641898356286; cited-by count displayed 7",a hybrid deep learning framework for efficient network intrusion detection systems using data augmentation,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS074,76,Resilient Wireless Communications with Selective Deep Neural Network Classification,"AQMS Sayyed, J Ashdown, M De Lucia…",2025,,https://ieeexplore.ieee.org/abstract/document/11310295/,proceedings-article,MILCOM 2025-2025…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5990353894902874176; cited-by count displayed 2",resilient wireless communications with selective deep neural network classification,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS075,77,Enhanced anomaly network intrusion detection using an improved snow ablation optimizer with dimensionality reduction and hybrid deep learning model,"F Alhayan, A Alshuhail, AOA Ismail, O Alrusaini…",2025,10.1038/s41598-025-97398-1,https://www.nature.com/articles/s41598-025-97398-1,journal-article,Scientific Reports,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11030179139228780551; cited-by count displayed 22",enhanced anomaly network intrusion detection using an improved snow ablation optimizer with dimensionality reduction and hybrid deep learning model,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS076,78,A novel contrastive loss for zero -day network intrusion detection,"J Wilkie, H Hindy, C Michie, C Tachtatzis…",2026,10.1109/tnsm.2026.3652529,https://ieeexplore.ieee.org/abstract/document/11340750/,journal-article,…on Network and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11035474008649450350; cited-by count displayed 4; verified IEEE publication date 2026-01-12",a novel contrastive loss for zero day network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS077,79,Enhancing adversarial robustness in network intrusion detection : A novel adversarially trained neural network approach,"H Vahid, N Kofi",2025,,https://search.proquest.com/openview/9bf0e8df9a87b9fd57ec42dde4b7fceb/1?pq-origsite=gscholar&cbl=2032404,journal-article,Electronics,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16654136088451588766; cited-by count displayed 23",enhancing adversarial robustness in network intrusion detection a novel adversarially trained neural network approach,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS078,80,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 3266693185796860622; cited-by count displayed 25; DOI verified from official publisher metadata",multi objective evolutionary neural architecture search for network intrusion detection,DOI_DUP_009,TITLE_DUP_018,,candidate_duplicate,exact DOI candidate with GS079 | normalized-title candidate with GS079,retain_preferred_version,DRG022,GS079,author_confirmed_consensus
GS080,82,Bi-GAN-LDA for cybersecurity: A hybrid deep learning framework for advanced network anomaly detection,"P Singh, P Pranav, S Dutta",2025,10.1088/2631-8695/add4c8/meta,https://iopscience.iop.org/article/10.1088/2631-8695/add4c8/meta,journal-article,Engineering Research Express,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9641259890596222986; cited-by count displayed 7",bi gan lda for cybersecurity a hybrid deep learning framework for advanced network anomaly detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS081,83,Deep learning -based network anomaly detection and classification in an imbalanced cloud environment,"AD Vibhute, V Nakum",2024,,https://www.sciencedirect.com/science/article/pii/S1877050924001625,journal-article,Procedia Computer Science,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8593291418699137340; cited-by count displayed 47",deep learning based network anomaly detection and classification in an imbalanced cloud environment,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS082,84,Network Intrusion Detection System Using Convolutional Neural Network and Random Forest Classifiers,"VL Rismawan, ER Pramudya",2025,,https://jurnal.polbeng.ac.id/index.php/ISI/article/view/476/211,journal-article,INOVTEK Polbeng-Seri…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16768212852940519221; cited-by count displayed 4",network intrusion detection system using convolutional neural network and random forest classifiers,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS083,85,Real-Time Network Intrusion Detection System Using Deep Learning : Identifying Cyber Attacks Through Anomaly Pattern Recognition,R Chandra,2025,,https://www.jsrtjournal.com/index.php/JSRT/article/view/388,journal-article,Journal of Scientific Research and Technology,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; cited-by count displayed 0",real time network intrusion detection system using deep learning identifying cyber attacks through anomaly pattern recognition,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS084,86,Deep learning based network intrusion detection for unmanned aerial vehicle (uav),"W Ahmad, MA Almaiah, A Ali…",2024,,https://ieeexplore.ieee.org/abstract/document/10541665/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17338449946435544657; cited-by count displayed 28",deep learning based network intrusion detection for unmanned aerial vehicle uav,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS085,87,GDLC: A new Graph Deep Learning framework based on centrality measures for intrusion detection in IoT networks,"M Termos, Z Ghalmane, A Fadlallah, A Jaber, M Zghal",2024,,https://www.sciencedirect.com/science/article/pii/S2542660524001550,journal-article,Internet of Things,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 1546416023216136133; cited-by count displayed 32",gdlc a new graph deep learning framework based on centrality measures for intrusion detection in iot networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS086,88,Addressing modern cybersecurity challenges: A hybrid machine learning and deep learning approach for network intrusion detection,"K Bouzaachane, AM Alnajim, S Khan",2025,,https://www.sciencedirect.com/org/science/article/pii/S1546221825006083,journal-article,"Computers, Materials and…","Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17294395339994296824; cited-by count displayed 8",addressing modern cybersecurity challenges a hybrid machine learning and deep learning approach for network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS088,90,A comparison of neural -network -based intrusion detection against signature-based detection in IoT networks,"M Schrötter, A Niemann, B Schnor",2024,,https://www.mdpi.com/2078-2489/15/3/164,journal-article,Information,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8531140397025210171; cited-by count displayed 28",a comparison of neural network based intrusion detection against signature based detection in iot networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS089,91,Comprehensive review of advanced machine learning techniques for detecting and mitigating zero -day exploits,"N Mohamed, H Taherdoost…",2025,,https://pdfs.semanticscholar.org/ba1c/f8dd51d3827c1cbec818b45a4c28746a939a.pdf,journal-article,EAI Endorsed…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 809928615032834808; cited-by count displayed 22",comprehensive review of advanced machine learning techniques for detecting and mitigating zero day exploits,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS090,92,Network intrusion detection and mitigation in SDN using deep learning models,"M Maddu, YN Rao",2024,10.1007/s10207-023-00771-2,https://link.springer.com/article/10.1007/s10207-023-00771-2,journal-article,International Journal of Information Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6055376109211017382; cited-by count displayed 64",network intrusion detection and mitigation in sdn using deep learning models,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS091,93,Deep learning -based anomaly detection and log analysis for computer networks,"S Wang, R Jiang, Z Wang, Y Zhou",2024,10.48550/arXiv.2407.05639,https://arxiv.org/abs/2407.05639,posted-content,arXiv preprint arXiv:2407.05639,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16722532903699670498; cited-by count displayed 85",deep learning based anomaly detection and log analysis for computer networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS092,94,XMF-GNN: A cross-modality dynamic fusion heterogeneous graph neural network for network intrusion detection,"Z Ma, Y Liu, Y Chen, Z Liu, Y Li",2025,,https://www.sciencedirect.com/science/article/pii/S0925231225019575,journal-article,Neurocomputing,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 13436792063629210964; cited-by count displayed 16",xmf gnn a cross modality dynamic fusion heterogeneous graph neural network for network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS093,95,APSO-CNN-SE: An adaptive convolutional neural network approach for IoT intrusion detection,"Y Ban, D Zhang, Q He, Q Shen",2024,,https://www.sciencedirect.com/org/science/article/pii/S1546221824006921,journal-article,"Computers, Materials and Continua","Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6813779267486066255; cited-by count displayed 13",apso cnn se an adaptive convolutional neural network approach for iot intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS094,96,Current status and challenges and future trends of deep learning -based intrusion detection models,"Y Wu, B Zou, Y Cao",2024,,https://www.mdpi.com/2313-433X/10/10/254,journal-article,Journal of Imaging,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 7809625793608183084; cited-by count displayed 53",current status and challenges and future trends of deep learning based intrusion detection models,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS095,97,Poisoning and evasion: Deep learning -based nids under adversarial attacks,"H Mohammadian, AH Lashkari…",2024,,https://ieeexplore.ieee.org/abstract/document/10788064/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5629295774881454283; cited-by count displayed 54",poisoning and evasion deep learning based nids under adversarial attacks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS096,98,[C]A comparative study of deep learning -based network intrusion detection system with explainable artificial intelligence.,"TJ Kai, LY Ong, MC Leow",2025,,,journal-article,International Journal of Electrical & Computer…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; cited-by count displayed 0",c a comparative study of deep learning based network intrusion detection system with explainable artificial intelligence,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS097,99,A survey of novel framework of anomaly-based intrusion detection systems in computer networks using ensemble feature integration with deep learning techniques,"S Akkepalli, SK",2024,10.1145/3651671.3651673,https://dl.acm.org/doi/abs/10.1145/3651671.3651673,proceedings-article,Proceedings of the,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9383502504924365580; cited-by count displayed 9",a survey of novel framework of anomaly based intrusion detection systems in computer networks using ensemble feature integration with deep learning techniques,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS098,100,Constraining adversarial attacks on network intrusion detection systems: transferability and defense analysis,"N Alhussien, A Aleroud, A Melhem…",2024,,https://ieeexplore.ieee.org/abstract/document/10411959/,journal-article,IEEE Transactions on…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6258734870561837550; cited-by count displayed 41",constraining adversarial attacks on network intrusion detection systems transferability and defense analysis,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS099,101,Deep Learning -Based Intrusion Detection: A CNN-LSTM-Transformer Approach for Enhanced Network Security,"D Liu, X Zheng, P Wang, J Chuan, Y Lv…",2025,10.1145/3759179.3760451,https://dl.acm.org/doi/abs/10.1145/3759179.3760451,proceedings-article,Proceedings of the 10th…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10423645722493738863; cited-by count displayed 11",deep learning based intrusion detection a cnn lstm transformer approach for enhanced network security,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS101,103,NIDS -β*: an explainable large language based framework for contextual intrusion resilience in network security,F Saidi,2026,10.3389/frai.2026.1746661,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2026.1746661/full,journal-article,Frontiers in Artificial Intelligence,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17209602009369864061; cited-by count displayed 1; verified publisher date 2026-03-16",nids an explainable large language based framework for contextual intrusion resilience in network security,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS102,104,Network intrusion detection system using random forest,"M Patidar, A Dave, D Vekariya…",2025,,https://ieeexplore.ieee.org/abstract/document/11115570/,journal-article,…on Computing for…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17621321186625829177; cited-by count displayed 13",network intrusion detection system using random forest,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS103,105,MMCo: using multimodal deep learning to detect malicious traffic with noisy labels,"Q Yuan, G Gou, Y Zhu, Y Wang",2024,10.1007/s11704-023-2386-4,https://journal.hep.com.cn/fcs/EN/10.1007/s11704-023-2386-4,journal-article,Frontiers of Computer Science,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8079525159113964752; cited-by count displayed 13",mmco using multimodal deep learning to detect malicious traffic with noisy labels,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS104,106,RETRACTED ARTICLE: Deep learning based network intrusion detection system: a systematic literature review and future scopes,"Yogesh, LM Goyal",2024,10.1007/s10207-024-00896-y,https://link.springer.com/article/10.1007/s10207-024-00896-y,journal-article,International Journal of Information Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6569170163652759095; cited-by count displayed 13",retracted article deep learning based network intrusion detection system a systematic literature review and future scopes,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS105,108,Stochastic Multimodal Transformer with Uncertainty Quantification for Robust Network Intrusion Detection,"RN Anaedevha, AG Trofimov",2025,10.1007/978-3-032-07690-8_35,https://link.springer.com/chapter/10.1007/978-3-032-07690-8_35,book-chapter,International Conference on…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9932317135251379311; cited-by count displayed 6",stochastic multimodal transformer with uncertainty quantification for robust network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
GS106,109,Efficient deep neural network for intrusion detection using CIC-IDS-2017 dataset,G Bandarupalli,2025,10.1109/ce2ct64011.2025.10940012,https://ieeexplore.ieee.org/abstract/document/10940012/,proceedings-article,…First International Conference on Advances in…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16298754338862447432; cited-by count displayed 20; DOI verified from official publisher metadata",efficient deep neural network for intrusion detection using cic ids 2017 dataset,DOI_DUP_015,TITLE_DUP_015,VERSION_DUP_001,candidate_duplicate,exact DOI candidate with GS108 | normalized-title candidate with GS108; CR005,retain_preferred_version,DRG001,CR005; GS108,author_confirmed_consensus
GS107,110,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10013022618337144350; cited-by count displayed 12",varmax towards confidence based zero day attack recognition,DOI_DUP_016,TITLE_DUP_023,,candidate_duplicate,exact DOI candidate with GS109 | normalized-title candidate with GS109,retain_preferred_version,DRG025,GS109,author_confirmed_consensus
CR001,1,Zt-Nids: Zero Trust - Network Intrusion Detection System Validation Based on Attack Simulations,Abeer Alalmaie; Priyadarsi Nanda; Xiangjian He,2024,10.2139/ssrn.4762072,https://doi.org/10.2139/ssrn.4762072,posted-content,,Live Crossref record with strict availability audit; current API rank 1; Crossref publication date 2024; not the historical record list,zt nids zero trust network intrusion detection system validation based on attack simulations,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR002,2,Machine Learning-Based Network Intrusion Detection System (NIDS),Md Shariful Islam,2026,10.36227/techrxiv.176834492.21643927/v1,https://doi.org/10.36227/techrxiv.176834492.21643927/v1,posted-content,,Live Crossref record with strict availability audit; current API rank 2; Crossref publication date 2026-1-13; not the historical record list,machine learning based network intrusion detection system nids,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR003,3,Deep Continual Learning Framework for Zero-Day Network Intrusion Detection Under Concept Drift,DOMINIC  JOHN KAVOI; AQEEL SAHI; CHARLES  JUMAA KATILA,2026,10.2139/ssrn.6538249,https://doi.org/10.2139/ssrn.6538249,posted-content,,Live Crossref record with strict availability audit; current API rank 3; Crossref posted-content DOI creation date 2026-04-07; not the historical record list,deep continual learning framework for zero day network intrusion detection under concept drift,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR004,4,Federated learning-based anomaly detection for zero-day attack prevention in 6G network slices,Iftikhar Rasheed; Hala Mostafa,2025,10.1016/j.comnet.2025.111376,https://doi.org/10.1016/j.comnet.2025.111376,journal-article,Computer Networks,Live Crossref record with strict availability audit; current API rank 4; Crossref publication date 2025-8; not the historical record list,federated learning based anomaly detection for zero day attack prevention in 6g network slices,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR006,6,CS-NIDS: Network Intrusion Detection Based on Cross-Silo Federated Learning,Maged Abdelaty,2025,10.1109/iceeng64546.2025.11031351,https://doi.org/10.1109/iceeng64546.2025.11031351,proceedings-article,2025 15th International Conference on Electrical Engineering (ICEENG),Live Crossref record with strict availability audit; current API rank 6; Crossref publication date 2025-5-12; not the historical record list,cs nids network intrusion detection based on cross silo federated learning,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR007,7,Neural Network Ensembles Combined with Statistical Models for Enhanced Encryption Algorithms,Shobana D; W .Nancy; P.R Therasa,2025,10.71443/9788197933608-06,https://doi.org/10.71443/9788197933608-06,book-chapter,"Hybrid Machine Learning Techniques for Data Encryption, Anomaly Detection, and Zero-Day Attack Prevention",Live Crossref record with strict availability audit; current API rank 7; Crossref publication date 2025-2-17; not the historical record list,neural network ensembles combined with statistical models for enhanced encryption algorithms,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR008,8,Scalable and Generalizable Cross-Domain Invariant Network Analysis and Intrusion Detection System Using Deep Learning,George Thamer Francis; Abdulrahman Gashut; Mohanad Alayedi; Malek Malkawi,2026,10.1109/ojcoms.2026.3677692,https://doi.org/10.1109/ojcoms.2026.3677692,journal-article,IEEE Open Journal of the Communications Society,Live Crossref record with strict availability audit; current API rank 8; official IEEE publication date 2026-03-25; not the historical record list,scalable and generalizable cross domain invariant network analysis and intrusion detection system using deep learning,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR009,10,Integrating intrinsic information: A novel open set domain adaptation network for cross-domain fault diagnosis with multiple unknown faults,Yuteng Zhang; Hongliang Zhang; Bin Chen; Jinde Zheng; Haiyang Pan,2024,10.1016/j.knosys.2024.112100,https://doi.org/10.1016/j.knosys.2024.112100,journal-article,Knowledge-Based Systems,Live Crossref record with strict availability audit; current API rank 10; Crossref publication date 2024-9; not the historical record list,integrating intrinsic information a novel open set domain adaptation network for cross domain fault diagnosis with multiple unknown faults,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR010,11,ResNet50-based deep convolutional neural network for zero-day attack prediction and detection,,2025,10.19101/ijatee.2024.111100055,https://doi.org/10.19101/ijatee.2024.111100055,journal-article,International Journal of Advanced Technology and Engineering Exploration,Live Crossref record with strict availability audit; current API rank 11; Crossref publication date 2025-3-31; not the historical record list,resnet50 based deep convolutional neural network for zero day attack prediction and detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR011,12,Application of Transfer Learning in Multi-Domain Hybrid Cybersecurity Solutions,Shobana D,2025,10.71443/9788197933608-15,https://doi.org/10.71443/9788197933608-15,book-chapter,"Hybrid Machine Learning Techniques for Data Encryption, Anomaly Detection, and Zero-Day Attack Prevention",Live Crossref record with strict availability audit; current API rank 12; Crossref publication date 2025-2-17; not the historical record list,application of transfer learning in multi domain hybrid cybersecurity solutions,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR012,13,A Deep Learning-Based Intrusion Detection Model Integrating Convolutional Neural Network and Vision Transformer for Network Traffic Attack in the Internet of Things,Chunlai Du; Yanhui Guo; Yuhang Zhang,2024,10.3390/electronics13142685,https://doi.org/10.3390/electronics13142685,journal-article,Electronics,Live Crossref record with strict availability audit; current API rank 13; Crossref publication date 2024-7-9; not the historical record list,a deep learning based intrusion detection model integrating convolutional neural network and vision transformer for network traffic attack in the internet of things,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR013,14,ResTN: Residual Transfer Network for Cross Domain Network Intrusion Detection,Wei Huang; Yong Wang; Zhen Wang,2025,10.1109/icsp65755.2025.11086791,https://doi.org/10.1109/icsp65755.2025.11086791,proceedings-article,2025 10th International Conference on Intelligent Computing and Signal Processing (ICSP),Live Crossref record with strict availability audit; current API rank 14; Crossref publication date 2025-5-16; not the historical record list,restn residual transfer network for cross domain network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR014,15,A Domain Adaptation Network Intrusion Detection Algorithm based on Class-Balanced Knowledge Transferand Multi-Structure Domain Alignment,Qian Wang; Xiang Liu; Yifan Cheng; Yongqiang Cheng; Bing Zhang,2025,10.21203/rs.3.rs-6852869/v1,https://doi.org/10.21203/rs.3.rs-6852869/v1,posted-content,,Live Crossref record with strict availability audit; current API rank 15; Crossref publication date 2025-6-30; not the historical record list,a domain adaptation network intrusion detection algorithm based on class balanced knowledge transferand multi structure domain alignment,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR015,16,Anomaly Detection in Network Traffic via Cross-Domain Federated Graph Representation Learning,Yanli Zhao; Zongduo Liu; Junjie Pang,2025,10.3390/app15116258,https://doi.org/10.3390/app15116258,journal-article,Applied Sciences,Live Crossref record with strict availability audit; current API rank 16; Crossref publication date 2025-6-2; not the historical record list,anomaly detection in network traffic via cross domain federated graph representation learning,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR016,17,Neural Network Based Zero-Day-Attack Detection: A Machine Learning Approach to Enhancing Cybersecurity,Abhijeet Sharma; Akash Nigam; Jatin Chaudhary; Sonal Shukla,2024,10.2139/ssrn.4848658,https://doi.org/10.2139/ssrn.4848658,journal-article,SSRN Electronic Journal,Live Crossref record with strict availability audit; current API rank 17; Crossref publication date 2024; not the historical record list,neural network based zero day attack detection a machine learning approach to enhancing cybersecurity,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR017,18,Hybrid Supervised and Unsupervised Learning Models for Identifying Network Anomalies,D Kanchana; Hubert Mary L; A Thilagavathy,2025,10.71443/9788197933608-04,https://doi.org/10.71443/9788197933608-04,book-chapter,"Hybrid Machine Learning Techniques for Data Encryption, Anomaly Detection, and Zero-Day Attack Prevention",Live Crossref record with strict availability audit; current API rank 18; Crossref publication date 2025-2-17; not the historical record list,hybrid supervised and unsupervised learning models for identifying network anomalies,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR018,20,Overcoming emergency HTTP/3 DDoS attack detection: A domain adaptation solution with graph neural network,Jie Yao; Li Tian; Ziyi Wei; Guozi Sun,2025,10.1016/j.comnet.2025.111611,https://doi.org/10.1016/j.comnet.2025.111611,journal-article,Computer Networks,Live Crossref record with strict availability audit; current API rank 20; Crossref publication date 2025-10; not the historical record list,overcoming emergency http 3 ddos attack detection a domain adaptation solution with graph neural network,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR019,21,Privacy-Preserving Federated Network Intrusion Detection on Encrypted Traffic: A Multi-Site Cross-Domain Approach with XGBoost Optimization,Peter Oluwaseun Adepoju; Mohammed Al-Hubaishi,2025,10.1109/icmlant68509.2025.11394855,https://doi.org/10.1109/icmlant68509.2025.11394855,proceedings-article,2025 IEEE International Conference on Machine Learning and Applied Network Technologies (ICMLANT),Live Crossref record with strict availability audit; current API rank 21; Crossref publication date 2025-12-11; not the historical record list,privacy preserving federated network intrusion detection on encrypted traffic a multi site cross domain approach with xgboost optimization,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
