full_text_row_id,screening_row_id,source_record_id,title,authors,year,doi,url,record_type,venue,title_abstract_final_decision,title_abstract_final_reason,title_abstract_reviewer,agent_eligibility_signals,assigned_reviewer
FT076,TA135,ACM002,Adaptive Network Intrusion Detection Systems Against Performance Degradation via Model Agnostic Meta-Learning,Goktug Ekinci; Alexandre Broggi; Lance Fiondella; Nathaniel D. Bastian; Gokhan Kul,2024,10.1145/3689935.3690396,https://dl.acm.org/doi/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th ACM Workshop on Adaptive and Autonomous Cyber Defense,include_for_full_text,,KLL,deployment_adaptation_or_realism,KLL
FT077,TA136,CR020,An innovative intrusion detection framework using GAN-augmented Deep Ensemble Neural Network for cross-domain IoT–cloud security,Sadia Nazim; Syed Shujaa Hussain; Bilal Yousuf; Saima Sultana; Eraj Tanweer,2025,10.1016/j.iot.2025.101773,https://doi.org/10.1016/j.iot.2025.101773,journal-article,Internet of Things,include_for_full_text,,KSS,cross_dataset_or_domain_shift,KSS
FT078,TA137,GS021,Learn-ids: Bridging gaps between datasets and learning-based network intrusion detection,"M Wang, N Yang, Y Guo, N Weng",2024,,https://www.mdpi.com/2079-9292/13/6/1072,journal-article,Electronics,include_for_full_text,,KLL,cross_dataset_or_domain_shift,KLL
FT079,TA138,ACM005,FedNIDS: A Federated Learning Framework for Packet-Based Network Intrusion Detection System,Quoc H. Nguyen; Soumyadeep Hore; Ankit Shah; Trung Le; Nathaniel D. Bastian,2025,10.1145/3696012,https://dl.acm.org/doi/10.1145/3696012,journal-article,Digital Threats: Research and Practice,include_for_full_text,,KSS,open_set_or_unseen_attack;deployment_adaptation_or_realism,KSS
FT080,TA139,SD013,nNFST: A single-model approach for multiclass novelty detection in network intrusion detection systems,"Nguyen, Xuan-Ha and Le, Kim-Hung",2025,10.1016/j.jnca.2025.104128,https://doi.org/10.1016/j.jnca.2025.104128,journal-article,Journal of Network and Computer Applications,include_for_full_text,,KLL,open_set_or_unseen_attack,KLL
FT081,TA143,GS016,Unveiling the Generalizability Gap: A Cross-Domain Evaluation of Machine Learning Algorithms for Network Intrusion Detection,"MI Amin, M Shen, SUA Laghari…",2024,,https://ieeexplore.ieee.org/abstract/document/11119949/,journal-article,,include_for_full_text,,KLL,cross_dataset_or_domain_shift,KLL
FT082,TA145,GS033,Cross-Domain Adversarial Alignment for Network Anomaly Detection Through Behavioral Embedding Enrichment,"C Salvador-Najar, LJ Domínguez Pérez",2025,,https://www.mdpi.com/2073-431X/14/11/450,journal-article,Computers,include_for_full_text,,KLL,cross_dataset_or_domain_shift,KLL
FT083,TA146,SD008,"Adaptable, incremental, and explainable network intrusion detection systems for internet of things",Francesco Cerasuolo; Giampaolo Bovenzi; Domenico Ciuonzo; Antonio Pescapè,2025,10.1016/j.engappai.2025.110143,https://www.sciencedirect.com/science/article/pii/S0952197625001435,journal-article,Engineering Applications of Artificial Intelligence,include_for_full_text,,KSS,deployment_adaptation_or_realism,KSS
FT084,TA147,IX018,Trustable Network Intrusion Detection System through Wisdomnet and Uncertainty Measures,"Vij, Abhinav and Tran, Hai-Anh and Tran, Truong X.",2024,10.1109/lcn60385.2024.10639737,https://doi.org/10.1109/LCN60385.2024.10639737,proceedings-article,2024 IEEE 49th Conference on Local Computer Networks (LCN),include_for_full_text,,KLL,calibration_uncertainty_ood_or_confidence,KLL
FT085,TA149,SD011,FedMSE: Semi-supervised federated learning approach for IoT network intrusion detection,"Nguyen, Van Tuan and Beuran, Razvan",2025,10.1016/j.cose.2025.104337,https://doi.org/10.1016/j.cose.2025.104337,journal-article,Computers & Security,include_for_full_text,,KLL,deployment_adaptation_or_realism,KLL
FT086,TA150,GS024,Industrial network intrusion detection in open -set scenarios,"W Yu, Z Chen, H Wang, Z Miao, D Zhong",2025,10.1007/s10207-024-00949-2,https://link.springer.com/article/10.1007/s10207-024-00949-2,journal-article,International Journal of…,include_for_full_text,,KSS,open_set_or_unseen_attack,KSS
FT087,TA151,CR026,IDAC: Federated Learning-Based Intrusion Detection Using Autonomously Extracted Anomalies in IoT,"Ohtani, Takahiro and Yamamoto, Ryo and Ohzahata, Satoshi",2024,10.3390/s24103218,https://doi.org/10.3390/s24103218,journal-article,Sensors,include_for_full_text,,KLL,open_set_or_unseen_attack,KLL
FT088,TA152,GS093,APSO-CNN-SE: An adaptive convolutional neural network approach for IoT intrusion detection,"Y Ban, D Zhang, Q He, Q Shen",2024,,https://www.sciencedirect.com/org/science/article/pii/S1546221824006921,journal-article,"Computers, Materials and Continua",uncertain_full_text_check,insufficient_information,KSS,open_set_or_unseen_attack,KSS
FT089,TA154,GS077,Enhancing adversarial robustness in network intrusion detection : A novel adversarially trained neural network approach,"H Vahid, N Kofi",2025,,https://search.proquest.com/openview/9bf0e8df9a87b9fd57ec42dde4b7fceb/1?pq-origsite=gscholar&cbl=2032404,journal-article,Electronics,include_for_full_text,,KSS,deployment_adaptation_or_realism,KSS
FT090,TA155,GS107,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,include_for_full_text,,KLL,open_set_or_unseen_attack;calibration_uncertainty_ood_or_confidence,KLL
FT091,TA156,GS035,Network intrusion detection system based on domain adaptation for industrial control system,"J Zhang, L Yu, F Zhang",2024,,https://books.google.com/books?hl=en&lr=&id=nAL6EAAAQBAJ&oi=fnd&pg=PA430&dq=(%22network+intrusion+detection%22+OR+NIDS+OR+%22network+anomaly+detection%22,book-chapter,Artificial Intelligence Technologies and…,include_for_full_text,,KSS,cross_dataset_or_domain_shift,KSS
FT092,TA157,GS053,Uncertainty -quantified neurosymbolic ai for open set recognition in network intrusion detection,"J Sander, CEJ Yu, B Jalaian…",2024,,https://ieeexplore.ieee.org/abstract/document/10773953/,proceedings-article,MILCOM 2024-2024…,include_for_full_text,,KLL,open_set_or_unseen_attack;calibration_uncertainty_ood_or_confidence,KLL
FT093,TA159,SD006,Boosting Cybersecurity: A Zero-Day Attack Detection Approach Using Equilibrium Optimiser with Deep Learning Model,Mona Almofarreh; Amnah Alshahrani; Nouf Helal Alharbi; Ahmed Omer Ahmed; Hussain Alshahrani; Abdulrahman Alzahrani; Mohammed Mujib Alshahrani; Asma A. Alhashmi,2025,10.32604/cmes.2025.070545,https://www.sciencedirect.com/org/science/article/pii/S1526149225003959,journal-article,Computer Modeling in Engineering & Sciences,include_for_full_text,,KLL,open_set_or_unseen_attack,KLL
FT094,TA161,GS042,Advancing Network Security Through Deep Learning : A Hybrid Graph-Based and Temporal Approach to Anomaly and Threat Detection,"A Arindam, AS Baghel",2025,10.22214/ijraset.2025.71415,https://www.researchgate.net/profile/Abhirup-Arindam/publication/392266463_Advancing_Network_Security_Through_Deep_Learning_A_Hybrid_Graph-Based_and_Temporal_Approach_to_Anomaly_and_Threat_Detection/links/68488ee26b5a287c304a5a41/Advancing-Network-Security-Through-Deep-Learning-A-Hybrid-Graph-Based-and-Temporal-Approach-to-Anomaly-and-Threat-Detection.pdf,journal-article,researchgate.net,include_for_full_text,,KLL,open_set_or_unseen_attack;calibration_uncertainty_ood_or_confidence,KLL
FT095,TA162,GS050,Modular deep learning -based network intrusion detection architecture for real-world cyber-attack simulation,"V Ciric, M Milosevic, D Sokolovic…",2024,,https://www.sciencedirect.com/science/article/pii/S1569190X24000303,journal-article,…Modelling Practice and…,include_for_full_text,,KSS,open_set_or_unseen_attack;deployment_adaptation_or_realism,KSS
FT096,TA165,GS095,Poisoning and evasion: Deep learning -based nids under adversarial attacks,"H Mohammadian, AH Lashkari…",2024,,https://ieeexplore.ieee.org/abstract/document/10788064/,journal-article,,include_for_full_text,,KLL,deployment_adaptation_or_realism,KLL
FT097,TA166,CR035,Dataset-centric evaluation of federated intrusion detection models in IoT networks,"Bilal, Muhammad Ahmad and Ul Islam, Ihtesham and Idrees, Sarmad and Qasim, Muhammad and Khan, Muhammad Junaid and Khan, Jaleed",2026,10.1038/s41598-025-32567-w,https://doi.org/10.1038/s41598-025-32567-w,journal-article,Scientific Reports,include_for_full_text,,KSS,cross_dataset_or_domain_shift;deployment_adaptation_or_realism,KSS
FT098,TA167,GS018,Transfer Learning with CNNs for Cross -Dataset Network Anomaly Detection in Heterogeneous Cybersecurity Environments,L Ridwan,2025,,https://www.researchgate.net/profile/Noora-Qahtani/publication/395924463_Transfer_Learning_with_CNNs_for_Cross-Dataset_Network_Anomaly_Detection_in_Heterogeneous_Cybersecurity_Environments/links/68d85bfeffdca73694b3cdb6/Transfer-Learning-with-CNNs-for-Cross-Dataset-Network-Anomaly-Detection-in-Heterogeneous-Cybersecurity-Environments.pdf,journal-article,,uncertain_full_text_check,insufficient_information,KLL,cross_dataset_or_domain_shift,KLL
FT099,TA168,GS076,A novel contrastive loss for zero -day network intrusion detection,"J Wilkie, H Hindy, C Michie, C Tachtatzis…",2026,10.1109/tnsm.2026.3652529,https://ieeexplore.ieee.org/abstract/document/11340750/,journal-article,…on Network and…,include_for_full_text,,KSS,open_set_or_unseen_attack,KSS
FT100,TA169,GS003,Few-shot network intrusion detection method based on multi-domain fusion and cross-attention,"C Xu, D Li, Z Liu, J Yang, Q Shen, N Tong",2025,10.1371/journal.pone.0327161,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327161,journal-article,Plos one,include_for_full_text,,KLL,cross_dataset_or_domain_shift,KLL
