review_row_id,source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,candidate_basis,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,matched_record_ids,agent_assessment,agent_preferred_record_id,agent_recommended_decision,agent_recommended_reason,agent_evidence,agent_evidence_urls,review_group_id,review_group_members,assigned_reviewer,kll_decision,kll_preferred_record_id,kll_reason,kss_decision,kss_preferred_record_id,kss_reason,consensus_decision,consensus_retained_record_id,consensus_reason,adjudication_status
DR028,IX009,9,A Survey on the Applications of Deep Learning in Network Intrusion Detection Systems to Enhance Network Security,Fatima M. Anis; Maryam Alabdullatif; Sarah Aljbli; Mohammad Hammoudeh,2025,10.1109/access.2025.3624952,https://ieeexplore.ieee.org/document/11215731,journal-article,IEEE Access,exact_doi_and_normalized_title,DOI_DUP_014,TITLE_DUP_005,,GS011,same_publication_record_by_exact_doi,IX009,retain_preferred_version,Prefers the native IEEE Xplore record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/access.2025.3624952,DRG014,GS011; IX009,KSS,not_assigned,,,retain_preferred_version,IX009,Confirmed by KSS following the validated duplicate recommendation. Prefers the native IEEE Xplore record over the Google Scholar record.,retain_preferred_version,IX009,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native IEEE Xplore record over the Google Scholar record.,not_required_consensus_reached
DR029,GS106,109,Efficient deep neural network for intrusion detection using CIC-IDS-2017 dataset,G Bandarupalli,2025,10.1109/ce2ct64011.2025.10940012,https://ieeexplore.ieee.org/abstract/document/10940012/,proceedings-article,…First International Conference on Advances in…,exact_doi_and_normalized_title,DOI_DUP_015,TITLE_DUP_015,VERSION_DUP_001,CR005; GS108,same_study_preprint_and_final_conference_version,GS106,retain_preferred_version,Retains the final peer-reviewed IEEE version and the earlier of the two identical final-paper records.,"CR005 is the 2024 Research Square preprint of the study published as the 2025 IEEE conference paper represented by GS106 and GS108. The title, sole author, CIC-IDS-2017 focus, and abstract match. GS106 and GS108 carry the same final-publication DOI. Recommended action subject to author confirmation: retain GS106 as the final IEEE record, remove GS108 as a duplicate final-paper record, and remove CR005 as the superseded preprint.",https://www.researchsquare.com/article/rs-5424062/v1; https://ieeexplore.ieee.org/document/10940012; https://doi.org/10.1109/CE2CT64011.2025.10940012,DRG001,CR005; GS106; GS108,KLL,retain_preferred_version,GS106,Confirmed by KLL following the validated duplicate recommendation. Retains the final peer-reviewed IEEE version and the earlier of the two identical final-paper records.,not_assigned,,,retain_preferred_version,GS106,KLL and KSS confirmed all validated duplicate recommendations. Retains the final peer-reviewed IEEE version and the earlier of the two identical final-paper records.,not_required_consensus_reached
DR030,GS108,111,Efficient deep neural network for intrusion detection using CIC-IDS-2017 dataset,G Bandarupalli,2025,10.1109/ce2ct64011.2025.10940012,https://ieeexplore.ieee.org/abstract/document/10940012/,proceedings-article,…First International Conference on Advances in…,exact_doi_and_normalized_title,DOI_DUP_015,TITLE_DUP_015,VERSION_DUP_001,CR005; GS106,same_study_preprint_and_final_conference_version,GS106,remove_as_duplicate,This row represents the same publication as retained record GS106.,"CR005 is the 2024 Research Square preprint of the study published as the 2025 IEEE conference paper represented by GS106 and GS108. The title, sole author, CIC-IDS-2017 focus, and abstract match. GS106 and GS108 carry the same final-publication DOI. Recommended action subject to author confirmation: retain GS106 as the final IEEE record, remove GS108 as a duplicate final-paper record, and remove CR005 as the superseded preprint.",https://www.researchsquare.com/article/rs-5424062/v1; https://ieeexplore.ieee.org/document/10940012; https://doi.org/10.1109/CE2CT64011.2025.10940012,DRG001,CR005; GS106; GS108,KLL,remove_as_duplicate,GS106,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record GS106.,not_assigned,,,remove_as_duplicate,GS106,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS106.,not_required_consensus_reached
DR031,GS107,110,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,exact_doi_and_normalized_title,DOI_DUP_016,TITLE_DUP_023,,GS109,same_publication_record_by_exact_doi,GS107,retain_preferred_version,The two Google Scholar rows identify the same IEEE publication; the earlier retrieved row is retained.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/milcom61039.2024.10773707,DRG025,GS107; GS109,KSS,not_assigned,,,retain_preferred_version,GS107,Confirmed by KSS following the validated duplicate recommendation. The two Google Scholar rows identify the same IEEE publication; the earlier retrieved row is retained.,retain_preferred_version,GS107,KLL and KSS confirmed all validated duplicate recommendations. The two Google Scholar rows identify the same IEEE publication; the earlier retrieved row is retained.,not_required_consensus_reached
DR032,GS109,112,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,exact_doi_and_normalized_title,DOI_DUP_016,TITLE_DUP_023,,GS107,same_publication_record_by_exact_doi,GS107,remove_as_duplicate,This row represents the same publication as retained record GS107.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/milcom61039.2024.10773707,DRG025,GS107; GS109,KSS,not_assigned,,,remove_as_duplicate,GS107,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record GS107.,remove_as_duplicate,GS107,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS107.,not_required_consensus_reached
DR033,CR021,23,Causal Graph-Enhanced Deep Learning for Robust Anomaly Detection in Network Intrusion Detection Systems,Xiaoyan Yu,2025,10.1109/mlprae67267.2025.11290821,https://doi.org/10.1109/mlprae67267.2025.11290821,proceedings-article,"2025 2nd International Conference on Machine Learning, Pattern Recognition and Automation Engineering (MLPRAE)",exact_doi_and_normalized_title,DOI_DUP_017,TITLE_DUP_011,,GS110,same_publication_record_by_exact_doi,CR021,retain_preferred_version,Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/mlprae67267.2025.11290821,DRG003,CR021; GS110,KLL,retain_preferred_version,CR021,Confirmed by KLL following the validated duplicate recommendation. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_assigned,,,retain_preferred_version,CR021,KLL and KSS confirmed all validated duplicate recommendations. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_required_consensus_reached
DR034,GS110,113,Causal Graph-Enhanced Deep Learning for Robust Anomaly Detection in Network Intrusion Detection Systems,X Yu,2025,10.1109/mlprae67267.2025.11290821,https://ieeexplore.ieee.org/abstract/document/11290821/,proceedings-article,,exact_doi_and_normalized_title,DOI_DUP_017,TITLE_DUP_011,,CR021,same_publication_record_by_exact_doi,CR021,remove_as_duplicate,This row represents the same publication as retained record CR021.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1109/mlprae67267.2025.11290821,DRG003,CR021; GS110,KLL,remove_as_duplicate,CR021,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record CR021.,not_assigned,,,remove_as_duplicate,CR021,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record CR021.,not_required_consensus_reached
DR035,GS006,6,DATI-IDS: Domain adaptation and time-series imaging-based intrusion detection system for connected autonomous vehicles,"J Tan, L Huang, Z Xia, K Gu, W Hao…",2025,10.1109/tits.2025.3587750,https://ieeexplore.ieee.org/abstract/document/11095369/,journal-article,IEEE Transactions on …,exact_doi_and_normalized_title,DOI_DUP_018,TITLE_DUP_012,,GS022,same_publication_record,GS006,retain_preferred_version,The two Google Scholar rows identify the same publisher record; the earlier retrieved row is retained.,"GS006 and GS022 have the same title, author list, year, IEEE document URL, Google Scholar cluster, and publisher DOI 10.1109/TITS.2025.3587750.",https://ieeexplore.ieee.org/document/11095369; https://doi.org/10.1109/TITS.2025.3587750,DRG011,GS006; GS022,KLL,retain_preferred_version,GS006,Confirmed by KLL following the validated duplicate recommendation. The two Google Scholar rows identify the same publisher record; the earlier retrieved row is retained.,not_assigned,,,retain_preferred_version,GS006,KLL and KSS confirmed all validated duplicate recommendations. The two Google Scholar rows identify the same publisher record; the earlier retrieved row is retained.,not_required_consensus_reached
DR036,GS022,22,DATI-IDS: Domain adaptation and time-series imaging-based intrusion detection system for connected autonomous vehicles,"J Tan, L Huang, Z Xia, K Gu, W Hao…",2025,10.1109/tits.2025.3587750,https://ieeexplore.ieee.org/abstract/document/11095369/,journal-article,IEEE Transactions on…,exact_doi_and_normalized_title,DOI_DUP_018,TITLE_DUP_012,,GS006,same_publication_record,GS006,remove_as_duplicate,This row represents the same publication as retained record GS006.,"GS006 and GS022 have the same title, author list, year, IEEE document URL, Google Scholar cluster, and publisher DOI 10.1109/TITS.2025.3587750.",https://ieeexplore.ieee.org/document/11095369; https://doi.org/10.1109/TITS.2025.3587750,DRG011,GS006; GS022,KLL,remove_as_duplicate,GS006,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record GS006.,not_assigned,,,remove_as_duplicate,GS006,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS006.,not_required_consensus_reached
DR037,ACM002,2,Adaptive Network Intrusion Detection Systems Against Performance Degradation via Model Agnostic Meta-Learning,Goktug Ekinci; Alexandre Broggi; Lance Fiondella; Nathaniel D. Bastian; Gokhan Kul,2024,10.1145/3689935.3690396,https://dl.acm.org/doi/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th ACM Workshop on Adaptive and Autonomous Cyber Defense,exact_doi_and_normalized_title,DOI_DUP_019,TITLE_DUP_008,,GS070,same_publication_record_by_exact_doi,ACM002,retain_preferred_version,Prefers the native ACM Digital Library record over the Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1145/3689935.3690396,DRG002,ACM002; GS070,KSS,not_assigned,,,retain_preferred_version,ACM002,Confirmed by KSS following the validated duplicate recommendation. Prefers the native ACM Digital Library record over the Google Scholar record.,retain_preferred_version,ACM002,KLL and KSS confirmed all validated duplicate recommendations. Prefers the native ACM Digital Library record over the Google Scholar record.,not_required_consensus_reached
DR038,GS070,72,Adaptive network intrusion detection systems against performance degradation via model agnostic meta-learning,"G Ekinci, A Broggi, L Fiondella, ND Bastian…",2024,10.1145/3689935.3690396,https://dl.acm.org/doi/abs/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th…,exact_doi_and_normalized_title,DOI_DUP_019,TITLE_DUP_008,,ACM002,same_publication_record_by_exact_doi,ACM002,remove_as_duplicate,This row represents the same publication as retained record ACM002.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.1145/3689935.3690396,DRG002,ACM002; GS070,KSS,not_assigned,,,remove_as_duplicate,ACM002,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record ACM002.,remove_as_duplicate,ACM002,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record ACM002.,not_required_consensus_reached
DR039,CR036,39,An Evaluation of Open-Set Recognition-Enabled End-Layers on Deep-Learning Models in Network Intrusion Detection Systems,Gaspard Baye; Priscila Silva; Alexandre Broggi; Lance Fiondella; Nathaniel Bastian; Gokhan Kul,2024,10.2139/ssrn.4933825,https://doi.org/10.2139/ssrn.4933825,posted-content,,exact_doi_and_normalized_title,DOI_DUP_020,TITLE_DUP_010,,GS034,same_publication_record_by_exact_doi,CR036,retain_preferred_version,Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.2139/ssrn.4933825,DRG008,CR036; GS034,KSS,not_assigned,,,retain_preferred_version,CR036,Confirmed by KSS following the validated duplicate recommendation. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,retain_preferred_version,CR036,KLL and KSS confirmed all validated duplicate recommendations. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_required_consensus_reached
DR040,GS034,35,An Evaluation of Open -Set Recognition-Enabled End-Layers on Deep -Learning Models in Network Intrusion Detection Systems,"G Baye, P Silva, A Broggi, L Fiondella…",2024,10.2139/ssrn.4933825,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4933825,posted-content,Available at SSRN…,exact_doi_and_normalized_title,DOI_DUP_020,TITLE_DUP_010,,CR036,same_publication_record_by_exact_doi,CR036,remove_as_duplicate,This row represents the same publication as retained record CR036.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.2139/ssrn.4933825,DRG008,CR036; GS034,KSS,not_assigned,,,remove_as_duplicate,CR036,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record CR036.,remove_as_duplicate,CR036,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record CR036.,not_required_consensus_reached
DR041,CR028,31,A deep learning/machine learning approach for anomaly based network intrusion detection,Reem Almuhanna; Samia Dardouri,2025,10.3389/frai.2025.1625891,https://doi.org/10.3389/frai.2025.1625891,journal-article,Frontiers in Artificial Intelligence,exact_doi_and_normalized_title,DOI_DUP_021,TITLE_DUP_002,,GS057,same_publication_record_by_exact_doi,CR028,retain_preferred_version,Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.3389/frai.2025.1625891,DRG005,CR028; GS057,KLL,retain_preferred_version,CR028,Confirmed by KLL following the validated duplicate recommendation. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_assigned,,,retain_preferred_version,CR028,KLL and KSS confirmed all validated duplicate recommendations. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_required_consensus_reached
DR042,GS057,58,A deep learning /machine learning approach for anomaly based network intrusion detection,"R Almuhanna, S Dardouri",2025,10.3389/frai.2025.1625891,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1625891/full,journal-article,Frontiers in Artificial Intelligence,exact_doi_and_normalized_title,DOI_DUP_021,TITLE_DUP_002,,CR028,same_publication_record_by_exact_doi,CR028,remove_as_duplicate,This row represents the same publication as retained record CR028.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.3389/frai.2025.1625891,DRG005,CR028; GS057,KLL,remove_as_duplicate,CR028,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record CR028.,not_assigned,,,remove_as_duplicate,CR028,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record CR028.,not_required_consensus_reached
DR043,CR030,33,Adaptive Decision-Level Intrusion Detection for Known and Zero-Day Attacks,Joseph P. Mchina; Neema Mduma; Ramadhani S. Sinde,2026,10.3390/network6020023,https://doi.org/10.3390/network6020023,journal-article,Network,exact_doi_and_normalized_title,DOI_DUP_022,TITLE_DUP_006,,GS060,same_publication_record_by_exact_doi,CR030,retain_preferred_version,Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.3390/network6020023,DRG006,CR030; GS060,KSS,not_assigned,,,retain_preferred_version,CR030,Confirmed by KSS following the validated duplicate recommendation. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,retain_preferred_version,CR030,KLL and KSS confirmed all validated duplicate recommendations. Prefers the fuller structured Crossref metadata over the abbreviated Google Scholar record.,not_required_consensus_reached
DR044,GS060,61,Adaptive Decision-Level Intrusion Detection for Known and Zero -Day Attacks,"JP Mchina, N Mduma, RS Sinde",2026,10.3390/network6020023,https://www.mdpi.com/2673-8732/6/2/23,journal-article,Network,exact_doi_and_normalized_title,DOI_DUP_022,TITLE_DUP_006,,CR030,same_publication_record_by_exact_doi,CR030,remove_as_duplicate,This row represents the same publication as retained record CR030.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.3390/network6020023,DRG006,CR030; GS060,KSS,not_assigned,,,remove_as_duplicate,CR030,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record CR030.,remove_as_duplicate,CR030,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record CR030.,not_required_consensus_reached
DR045,GS009,9,"Deep Learning for Contextualized NetFlow-Based Network Intrusion Detection : Methods, Data, Evaluation and Deployment","AE Mahdaouy, IA Yahia, S Oualil, I Berrada",2026,10.48550/arXiv.2602.05594,https://arxiv.org/abs/2602.05594,posted-content,arXiv preprint arXiv …,exact_doi_and_normalized_title,DOI_DUP_023,TITLE_DUP_013,,GS023,same_publication_record_by_exact_doi,GS009,retain_preferred_version,The two Google Scholar rows identify the same arXiv record; the earlier retrieved row is retained.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.48550/arXiv.2602.05594,DRG012,GS009; GS023,KSS,not_assigned,,,retain_preferred_version,GS009,Confirmed by KSS following the validated duplicate recommendation. The two Google Scholar rows identify the same arXiv record; the earlier retrieved row is retained.,retain_preferred_version,GS009,KLL and KSS confirmed all validated duplicate recommendations. The two Google Scholar rows identify the same arXiv record; the earlier retrieved row is retained.,not_required_consensus_reached
DR046,GS023,23,"Deep Learning for Contextualized NetFlow-Based Network Intrusion Detection : Methods, Data, Evaluation and Deployment","AE Mahdaouy, IA Yahia, S Oualil, I Berrada",2026,10.48550/arXiv.2602.05594,https://arxiv.org/abs/2602.05594,posted-content,arXiv preprint arXiv…,exact_doi_and_normalized_title,DOI_DUP_023,TITLE_DUP_013,,GS009,same_publication_record_by_exact_doi,GS009,remove_as_duplicate,This row represents the same publication as retained record GS009.,"Matched records carry the same DOI and therefore represent the same publication. The canonical record is selected separately using the documented source-priority and metadata-completeness rule, subject to author confirmation.",https://doi.org/10.48550/arXiv.2602.05594,DRG012,GS009; GS023,KSS,not_assigned,,,remove_as_duplicate,GS009,Confirmed by KSS following the validated duplicate recommendation. This row represents the same publication as retained record GS009.,remove_as_duplicate,GS009,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS009.,not_required_consensus_reached
DR047,CR005,5,Efficient Deep Neural Network for Intrusion Detection Using CIC-IDS-2017 Dataset,GOPICHAND BANDARUPALLI,2024,10.21203/rs.3.rs-5424062/v1,https://doi.org/10.21203/rs.3.rs-5424062/v1,posted-content,,normalized_title,,TITLE_DUP_015,VERSION_DUP_001,GS106; GS108,same_study_preprint_and_final_conference_version,GS106,remove_as_duplicate,This is the superseded Research Square preprint of the retained final IEEE paper.,"CR005 is the 2024 Research Square preprint of the study published as the 2025 IEEE conference paper represented by GS106 and GS108. The title, sole author, CIC-IDS-2017 focus, and abstract match. GS106 and GS108 carry the same final-publication DOI. Recommended action subject to author confirmation: retain GS106 as the final IEEE record, remove GS108 as a duplicate final-paper record, and remove CR005 as the superseded preprint.",https://www.researchsquare.com/article/rs-5424062/v1; https://ieeexplore.ieee.org/document/10940012; https://doi.org/10.1109/CE2CT64011.2025.10940012,DRG001,CR005; GS106; GS108,KLL,remove_as_duplicate,GS106,Confirmed by KLL following the validated duplicate recommendation. This is the superseded Research Square preprint of the retained final IEEE paper.,not_assigned,,,remove_as_duplicate,GS106,KLL and KSS confirmed all validated duplicate recommendations. This is the superseded Research Square preprint of the retained final IEEE paper.,not_required_consensus_reached
DR048,CR024,27,Network Anomaly Detection Scheme Using Graph Neural Network,Patrice Kisanger,2024,10.32920/26883595.v1,https://doi.org/10.32920/26883595.v1,posted-content,,normalized_title,,TITLE_DUP_019,,CR025,same_repository_object_doi_variants,CR025,remove_as_duplicate,This is the version-specific DOI alias of the retained base repository object.,"CR024 and CR025 describe the same Toronto Metropolitan University thesis, with identical title, author, abstract, date, and repository item 26883595. The .v1 DOI identifies version 1, while the base DOI identifies the repository object.",https://doi.org/10.32920/26883595.v1; https://doi.org/10.32920/26883595,DRG004,CR024; CR025,KSS,not_assigned,,,remove_as_duplicate,CR025,Confirmed by KSS following the validated duplicate recommendation. This is the version-specific DOI alias of the retained base repository object.,remove_as_duplicate,CR025,KLL and KSS confirmed all validated duplicate recommendations. This is the version-specific DOI alias of the retained base repository object.,not_required_consensus_reached
DR049,CR025,28,Network Anomaly Detection Scheme Using Graph Neural Network,Patrice Kisanger,2024,10.32920/26883595,https://doi.org/10.32920/26883595,posted-content,,normalized_title,,TITLE_DUP_019,,CR024,same_repository_object_doi_variants,CR025,retain_preferred_version,Prefers the base repository DOI record over the version-specific DOI alias for the same thesis object.,"CR024 and CR025 describe the same Toronto Metropolitan University thesis, with identical title, author, abstract, date, and repository item 26883595. The .v1 DOI identifies version 1, while the base DOI identifies the repository object.",https://doi.org/10.32920/26883595.v1; https://doi.org/10.32920/26883595,DRG004,CR024; CR025,KSS,not_assigned,,,retain_preferred_version,CR025,Confirmed by KSS following the validated duplicate recommendation. Prefers the base repository DOI record over the version-specific DOI alias for the same thesis object.,retain_preferred_version,CR025,KLL and KSS confirmed all validated duplicate recommendations. Prefers the base repository DOI record over the version-specific DOI alias for the same thesis object.,not_required_consensus_reached
DR050,GS010,10,WOA-SA: Optimizing NIDS with enhanced deep learning for zero -day attack detection,"MS HABEEB, TR BABU",2024,,https://www.researchgate.net/profile/Mohammed-Habeeb-2/publication/382636647_WOA-SA_OPTIMIZING_NIDS_WITH_ENHANCED_DEEP_LEARNING_FOR_ZERO-DAY_ATTACK_DETECTION/links/66a67edfc6e41359a8468d7d/WOA-SA-OPTIMIZING-NIDS-WITH-ENHANCED-DEEP-LEARNING-FOR-ZERO-DAY-ATTACK-DETECTION.pdf,journal-article,Journal of Jilin University (Engineering …,normalized_title,,TITLE_DUP_025,,GS015,same_publication_record,GS010,retain_preferred_version,"The two Google Scholar rows have the same title, authors, year, URL, and cluster; the earlier retrieved row is retained.","GS010 and GS015 have the same title, authors, year, ResearchGate PDF URL, and Google Scholar cluster. They are repeated Scholar hits for one publication.",https://www.researchgate.net/publication/382636647_WOA-SA_OPTIMIZING_NIDS_WITH_ENHANCED_DEEP_LEARNING_FOR_ZERO-DAY_ATTACK_DETECTION,DRG013,GS010; GS015,KLL,retain_preferred_version,GS010,"Confirmed by KLL following the validated duplicate recommendation. The two Google Scholar rows have the same title, authors, year, URL, and cluster; the earlier retrieved row is retained.",not_assigned,,,retain_preferred_version,GS010,"KLL and KSS confirmed all validated duplicate recommendations. The two Google Scholar rows have the same title, authors, year, URL, and cluster; the earlier retrieved row is retained.",not_required_consensus_reached
DR051,GS015,15,WOA-SA: Optimizing NIDS with enhanced deep learning for zero -day attack detection,"MS HABEEB, TR BABU",2024,,https://www.researchgate.net/profile/Mohammed-Habeeb-2/publication/382636647_WOA-SA_OPTIMIZING_NIDS_WITH_ENHANCED_DEEP_LEARNING_FOR_ZERO-DAY_ATTACK_DETECTION/links/66a67edfc6e41359a8468d7d/WOA-SA-OPTIMIZING-NIDS-WITH-ENHANCED-DEEP-LEARNING-FOR-ZERO-DAY-ATTACK-DETECTION.pdf,journal-article,Journal of Jilin University (Engineering…,normalized_title,,TITLE_DUP_025,,GS010,same_publication_record,GS010,remove_as_duplicate,This row represents the same publication as retained record GS010.,"GS010 and GS015 have the same title, authors, year, ResearchGate PDF URL, and Google Scholar cluster. They are repeated Scholar hits for one publication.",https://www.researchgate.net/publication/382636647_WOA-SA_OPTIMIZING_NIDS_WITH_ENHANCED_DEEP_LEARNING_FOR_ZERO-DAY_ATTACK_DETECTION,DRG013,GS010; GS015,KLL,remove_as_duplicate,GS010,Confirmed by KLL following the validated duplicate recommendation. This row represents the same publication as retained record GS010.,not_assigned,,,remove_as_duplicate,GS010,KLL and KSS confirmed all validated duplicate recommendations. This row represents the same publication as retained record GS010.,not_required_consensus_reached
DR052,GS014,14,On the cross -dataset generalization of machine learning for network intrusion detection,"M Cantone, C Marrocco, A Bria",2024,10.48550/arXiv.2402.10974,https://arxiv.org/abs/2402.10974,posted-content,arXiv preprint arXiv:2402.10974,manual_version_relationship,,,VERSION_DUP_002,GS017; IX003,same_study_preprint_and_final_journal_version,IX003,remove_as_duplicate,This is the superseded arXiv preprint of the retained final IEEE paper.,"GS014 is the arXiv preprint of the final IEEE Access publication represented by GS017 and IX003. The records have the same three authors and describe the same cross-dataset NIDS study. The arXiv record explicitly lists IEEE Access volume 12, pages 144489-144508, 2024 and related DOI 10.1109/ACCESS.2024.3472907. Recommended action subject to author confirmation: retain IX003 as the native final IEEE record, remove GS017 as a repeated final-paper record, and remove GS014 as the superseded preprint.",https://arxiv.org/abs/2402.10974; https://doi.org/10.1109/ACCESS.2024.3472907,DRG016,GS014; GS017; IX003,KLL,remove_as_duplicate,IX003,Confirmed by KLL following the validated duplicate recommendation. This is the superseded arXiv preprint of the retained final IEEE paper.,not_assigned,,,remove_as_duplicate,IX003,KLL and KSS confirmed all validated duplicate recommendations. This is the superseded arXiv preprint of the retained final IEEE paper.,not_required_consensus_reached
