source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,notes
GS065,66,Explainable AI Meets Synthetic Data: A Deep Learning Framework for Detecting Network Intrusion in NextG Network Infrastructure,"MJ Hossain, K Alam, MF Monir, MM Hoque…",2025,,https://ieeexplore.ieee.org/abstract/document/11069291/,journal-article,IEEE…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 12544083577893452014; cited-by count displayed 13"
GS066,68,Wasserstein distance guided feature Tokenizer transformer domain adaptation for network intrusion detection,"H Zhang, Z Zhang, H Huang, H Yang",2025,10.1016/j.cose.2025.104562,https://www.sciencedirect.com/science/article/pii/S0167404825002512,journal-article,Computers & Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 2849759494233699417; cited-by count displayed 4"
GS067,69,Design and validation of a deep learning -based network intrusion detection algorithm,"W Dai, Y Liu, Q Diao",2026,10.1007/s44163-026-00958-1,https://link.springer.com/article/10.1007/s44163-026-00958-1,journal-article,Discover Artificial Intelligence,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16180083808221462222; cited-by count displayed 2; verified publisher date 2026-02-22"
GS068,70,"[C]The rise of ai-driven network intrusion detection systems: Innovations, challenges, and future directions",MSRS Raja,2025,,,journal-article,"International Journal of AI, BigData, Computational and…","Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10953576351119114514; cited-by count displayed 17"
GS069,71,Deep learning -based network intrusion detection in smart healthcare enterprise systems,V Ravi,2024,10.1007/s11042-023-17300-x,https://link.springer.com/article/10.1007/s11042-023-17300-x,journal-article,Multimedia Tools and Applications,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 7360787012530155981; cited-by count displayed 26"
GS070,72,Adaptive network intrusion detection systems against performance degradation via model agnostic meta-learning,"G Ekinci, A Broggi, L Fiondella, ND Bastian…",2024,10.1145/3689935.3690396,https://dl.acm.org/doi/abs/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17721814364349545868; cited-by count displayed 9"
GS071,73,Elevated few-shot network intrusion detection via self-attention mechanisms and iterative refinement,"C Xu, Y Zhan, G Chen, Z Wang, S Liu, W Hu",2025,10.1371/journal.pone.0317713,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317713,journal-article,PloS one,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15338413723978426721; cited-by count displayed 19"
GS072,74,Copula entropy regularization transformer with C2 variational autoencoder and fine-tuned hybrid DL model for network intrusion detection,"S Akkepalli, K Sagar",2025,,https://www.sciencedirect.com/science/article/pii/S2772503024000689,journal-article,Telematics and Informatics Reports,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 12679476120030371522; cited-by count displayed 10"
GS073,75,A Hybrid Deep Learning Framework for Efficient Network Intrusion Detection Systems using Data Augmentation,"PS Muller, K Madhavi, B Prasanthi…",2025,,https://ieeexplore.ieee.org/abstract/document/10968940/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 15296075641898356286; cited-by count displayed 7"
GS074,76,Resilient Wireless Communications with Selective Deep Neural Network Classification,"AQMS Sayyed, J Ashdown, M De Lucia…",2025,,https://ieeexplore.ieee.org/abstract/document/11310295/,proceedings-article,MILCOM 2025-2025…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5990353894902874176; cited-by count displayed 2"
GS075,77,Enhanced anomaly network intrusion detection using an improved snow ablation optimizer with dimensionality reduction and hybrid deep learning model,"F Alhayan, A Alshuhail, AOA Ismail, O Alrusaini…",2025,10.1038/s41598-025-97398-1,https://www.nature.com/articles/s41598-025-97398-1,journal-article,Scientific Reports,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11030179139228780551; cited-by count displayed 22"
GS076,78,A novel contrastive loss for zero -day network intrusion detection,"J Wilkie, H Hindy, C Michie, C Tachtatzis…",2026,10.1109/tnsm.2026.3652529,https://ieeexplore.ieee.org/abstract/document/11340750/,journal-article,…on Network and…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 11035474008649450350; cited-by count displayed 4; verified IEEE publication date 2026-01-12"
GS077,79,Enhancing adversarial robustness in network intrusion detection : A novel adversarially trained neural network approach,"H Vahid, N Kofi",2025,,https://search.proquest.com/openview/9bf0e8df9a87b9fd57ec42dde4b7fceb/1?pq-origsite=gscholar&cbl=2032404,journal-article,Electronics,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16654136088451588766; cited-by count displayed 23"
GS078,80,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 3266693185796860622; cited-by count displayed 25; DOI verified from official publisher metadata"
GS079,81,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 3266693185796860622; cited-by count displayed 25; DOI verified from official publisher metadata"
GS080,82,Bi-GAN-LDA for cybersecurity: A hybrid deep learning framework for advanced network anomaly detection,"P Singh, P Pranav, S Dutta",2025,10.1088/2631-8695/add4c8/meta,https://iopscience.iop.org/article/10.1088/2631-8695/add4c8/meta,journal-article,Engineering Research Express,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9641259890596222986; cited-by count displayed 7"
GS081,83,Deep learning -based network anomaly detection and classification in an imbalanced cloud environment,"AD Vibhute, V Nakum",2024,,https://www.sciencedirect.com/science/article/pii/S1877050924001625,journal-article,Procedia Computer Science,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8593291418699137340; cited-by count displayed 47"
GS082,84,Network Intrusion Detection System Using Convolutional Neural Network and Random Forest Classifiers,"VL Rismawan, ER Pramudya",2025,,https://jurnal.polbeng.ac.id/index.php/ISI/article/view/476/211,journal-article,INOVTEK Polbeng-Seri…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16768212852940519221; cited-by count displayed 4"
GS083,85,Real-Time Network Intrusion Detection System Using Deep Learning : Identifying Cyber Attacks Through Anomaly Pattern Recognition,R Chandra,2025,,https://www.jsrtjournal.com/index.php/JSRT/article/view/388,journal-article,Journal of Scientific Research and Technology,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; cited-by count displayed 0"
GS084,86,Deep learning based network intrusion detection for unmanned aerial vehicle (uav),"W Ahmad, MA Almaiah, A Ali…",2024,,https://ieeexplore.ieee.org/abstract/document/10541665/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17338449946435544657; cited-by count displayed 28"
GS085,87,GDLC: A new Graph Deep Learning framework based on centrality measures for intrusion detection in IoT networks,"M Termos, Z Ghalmane, A Fadlallah, A Jaber, M Zghal",2024,,https://www.sciencedirect.com/science/article/pii/S2542660524001550,journal-article,Internet of Things,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 1546416023216136133; cited-by count displayed 32"
GS086,88,Addressing modern cybersecurity challenges: A hybrid machine learning and deep learning approach for network intrusion detection,"K Bouzaachane, AM Alnajim, S Khan",2025,,https://www.sciencedirect.com/org/science/article/pii/S1546221825006083,journal-article,"Computers, Materials and…","Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17294395339994296824; cited-by count displayed 8"
GS087,89,A hybrid deep learning model for network intrusion detection system using seq2seq and convlstm-subnets,"S Hariharan, YA Jerusha, G Suganeshwari…",2025,10.1109/access.2025.3541399,https://ieeexplore.ieee.org/abstract/document/10883985/,journal-article,IEEE…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16379062066242586483; cited-by count displayed 32"
GS088,90,A comparison of neural -network -based intrusion detection against signature-based detection in IoT networks,"M Schrötter, A Niemann, B Schnor",2024,,https://www.mdpi.com/2078-2489/15/3/164,journal-article,Information,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8531140397025210171; cited-by count displayed 28"
GS089,91,Comprehensive review of advanced machine learning techniques for detecting and mitigating zero -day exploits,"N Mohamed, H Taherdoost…",2025,,https://pdfs.semanticscholar.org/ba1c/f8dd51d3827c1cbec818b45a4c28746a939a.pdf,journal-article,EAI Endorsed…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 809928615032834808; cited-by count displayed 22"
GS090,92,Network intrusion detection and mitigation in SDN using deep learning models,"M Maddu, YN Rao",2024,10.1007/s10207-023-00771-2,https://link.springer.com/article/10.1007/s10207-023-00771-2,journal-article,International Journal of Information Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6055376109211017382; cited-by count displayed 64"
GS091,93,Deep learning -based anomaly detection and log analysis for computer networks,"S Wang, R Jiang, Z Wang, Y Zhou",2024,10.48550/arXiv.2407.05639,https://arxiv.org/abs/2407.05639,posted-content,arXiv preprint arXiv:2407.05639,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16722532903699670498; cited-by count displayed 85"
GS092,94,XMF-GNN: A cross-modality dynamic fusion heterogeneous graph neural network for network intrusion detection,"Z Ma, Y Liu, Y Chen, Z Liu, Y Li",2025,,https://www.sciencedirect.com/science/article/pii/S0925231225019575,journal-article,Neurocomputing,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 13436792063629210964; cited-by count displayed 16"
GS093,95,APSO-CNN-SE: An adaptive convolutional neural network approach for IoT intrusion detection,"Y Ban, D Zhang, Q He, Q Shen",2024,,https://www.sciencedirect.com/org/science/article/pii/S1546221824006921,journal-article,"Computers, Materials and Continua","Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6813779267486066255; cited-by count displayed 13"
GS094,96,Current status and challenges and future trends of deep learning -based intrusion detection models,"Y Wu, B Zou, Y Cao",2024,,https://www.mdpi.com/2313-433X/10/10/254,journal-article,Journal of Imaging,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 7809625793608183084; cited-by count displayed 53"
GS095,97,Poisoning and evasion: Deep learning -based nids under adversarial attacks,"H Mohammadian, AH Lashkari…",2024,,https://ieeexplore.ieee.org/abstract/document/10788064/,journal-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 5629295774881454283; cited-by count displayed 54"
GS096,98,[C]A comparative study of deep learning -based network intrusion detection system with explainable artificial intelligence.,"TJ Kai, LY Ong, MC Leow",2025,,,journal-article,International Journal of Electrical & Computer…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; cited-by count displayed 0"
GS097,99,A survey of novel framework of anomaly-based intrusion detection systems in computer networks using ensemble feature integration with deep learning techniques,"S Akkepalli, SK",2024,10.1145/3651671.3651673,https://dl.acm.org/doi/abs/10.1145/3651671.3651673,proceedings-article,Proceedings of the,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9383502504924365580; cited-by count displayed 9"
GS098,100,Constraining adversarial attacks on network intrusion detection systems: transferability and defense analysis,"N Alhussien, A Aleroud, A Melhem…",2024,,https://ieeexplore.ieee.org/abstract/document/10411959/,journal-article,IEEE Transactions on…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6258734870561837550; cited-by count displayed 41"
GS099,101,Deep Learning -Based Intrusion Detection: A CNN-LSTM-Transformer Approach for Enhanced Network Security,"D Liu, X Zheng, P Wang, J Chuan, Y Lv…",2025,10.1145/3759179.3760451,https://dl.acm.org/doi/abs/10.1145/3759179.3760451,proceedings-article,Proceedings of the 10th…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10423645722493738863; cited-by count displayed 11"
GS100,102,Enhancing network intrusion detection systems with combined network and host traffic features using deep learning : Deep learning and IoT perspective,"ESA Alars, S Kurnaz",2024,10.1007/s10791-024-09480-3,https://link.springer.com/article/10.1007/s10791-024-09480-3,journal-article,Discover Computing,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8312788459853077325; cited-by count displayed 28"
GS101,103,NIDS -β*: an explainable large language based framework for contextual intrusion resilience in network security,F Saidi,2026,10.3389/frai.2026.1746661,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2026.1746661/full,journal-article,Frontiers in Artificial Intelligence,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17209602009369864061; cited-by count displayed 1; verified publisher date 2026-03-16"
GS102,104,Network intrusion detection system using random forest,"M Patidar, A Dave, D Vekariya…",2025,,https://ieeexplore.ieee.org/abstract/document/11115570/,journal-article,…on Computing for…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 17621321186625829177; cited-by count displayed 13"
GS103,105,MMCo: using multimodal deep learning to detect malicious traffic with noisy labels,"Q Yuan, G Gou, Y Zhu, Y Wang",2024,10.1007/s11704-023-2386-4,https://journal.hep.com.cn/fcs/EN/10.1007/s11704-023-2386-4,journal-article,Frontiers of Computer Science,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 8079525159113964752; cited-by count displayed 13"
GS104,106,RETRACTED ARTICLE: Deep learning based network intrusion detection system: a systematic literature review and future scopes,"Yogesh, LM Goyal",2024,10.1007/s10207-024-00896-y,https://link.springer.com/article/10.1007/s10207-024-00896-y,journal-article,International Journal of Information Security,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 6569170163652759095; cited-by count displayed 13"
GS105,108,Stochastic Multimodal Transformer with Uncertainty Quantification for Robust Network Intrusion Detection,"RN Anaedevha, AG Trofimov",2025,10.1007/978-3-032-07690-8_35,https://link.springer.com/chapter/10.1007/978-3-032-07690-8_35,book-chapter,International Conference on…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 9932317135251379311; cited-by count displayed 6"
GS106,109,Efficient deep neural network for intrusion detection using CIC-IDS-2017 dataset,G Bandarupalli,2025,10.1109/ce2ct64011.2025.10940012,https://ieeexplore.ieee.org/abstract/document/10940012/,proceedings-article,…First International Conference on Advances in…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16298754338862447432; cited-by count displayed 20; DOI verified from official publisher metadata"
GS107,110,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10013022618337144350; cited-by count displayed 12"
GS108,111,Efficient deep neural network for intrusion detection using CIC-IDS-2017 dataset,G Bandarupalli,2025,10.1109/ce2ct64011.2025.10940012,https://ieeexplore.ieee.org/abstract/document/10940012/,proceedings-article,…First International Conference on Advances in…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 16298754338862447432; cited-by count displayed 20; DOI verified from official publisher metadata"
GS109,112,varmax: Towards confidence-based zero -day attack recognition,"G Baye, P Silva, A Broggi, ND Bastian…",2024,10.1109/milcom61039.2024.10773707,https://ieeexplore.ieee.org/abstract/document/10773707/,proceedings-article,MILCOM 2024-2024…,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; Scholar cluster 10013022618337144350; cited-by count displayed 12; repeated title and Scholar cluster also appeared at current rank 110"
GS110,113,Causal Graph-Enhanced Deep Learning for Robust Anomaly Detection in Network Intrusion Detection Systems,X Yu,2025,10.1109/mlprae67267.2025.11290821,https://ieeexplore.ieee.org/abstract/document/11290821/,proceedings-article,,"Direct extraction of current Google Scholar result pages using the reported concept groups with spaces as source-specific AND syntax; current Scholar rank, not the historical rank; cited-by count displayed 0"
